count	msgid	msgstr	modules
1	Pressing Recheck	Recheck Là	g10_shirt_production
1	Pressing Recheck Line	Chi tiết Recheck	g10_shirt_production
1	Pressing Recheck Lines	Chi tiết Recheck	g10_shirt_production
1	Pressing Recheck Num	Số Recheck Là	g10_shirt_production
1	Pressing Recheck One Off Num	Số recheck là đơn chiếc	g10_one_off_production
1	Pressing Recheck Veston Line by Colors	Chi tiết Recheck Là theo Cỡ/Vóc	g10_veston_production
1	Pressing Recheck Veston Lines	Chi tiết Recheck Là	g10_veston_production
1	Pressing Recheck Veston Num	Số phiếu Recheck Là Veston	g10_veston_production
1	Pressing Rechecks	Recheck Là	g10_shirt_production
1	Pressing Rechecks Hybrid	Phiếu Recheck Là	g10_hybrid_production
1	Pressing Rechecks Veston	Recheck Là	g10_veston_production
1	Pressing Return	Hàng Là trả lại	g10_veston_production
1	Pressing Return Cutting Veston	Trả hàng Là về Cắt	g10_veston_production
1	Pressing Return Veston	Trả hàng Là	g10_veston_production
1	Pressing Return Veston Lines	Dòng trả hàng Là Veston	g10_veston_production
1	Pressing Return Vestons	Phiếu trả hàng Là	g10_veston_production
1	Pressing Returns Veston	Phiếu trả hàng Là	g10_veston_production
1	Pressing Supplied	Đã cấp là	g10_one_off_production
1	Pressing Supplies	Cấp chuyền Là	g10_shirt_production
1	Pressing Supplies Veston	Nhập tổ Là	g10_veston_production
1	Pressing Supplies for Returned Products	Cấp hàng trả từ Là	g10_shirt_production
1	Pressing Supply Line	Chi tiết cấp chuyền Là	g10_shirt_production
1	Pressing Supply Line Groups Veston	Nhóm dòng cấp Là Veston	g10_veston_production
1	Pressing Supply Line Return	Chi tiết cấp trả Là	g10_shirt_production
1	Pressing Supply Line Returns	Chi tiết cấp trả Là	g10_shirt_production
1	Pressing Supply Lines	Chi tiết cấp Là	g10_shirt_production
1	Pressing Supply Return	Cấp trả Là	g10_shirt_production
1	Pressing Supply Return Veston	Nhập tổ Là (hàng trả)	g10_veston_production
1	Pressing Supply Return Veston Lines	Chi tiết nhập tổ Là (hàng trả)	g10_veston_production
1	Pressing Supply Returns	Cấp trả Là	g10_shirt_production
1	Pressing Supply Veston	Cấp Là Veston	g10_veston_production
1	Pressing Supply Veston Details	Chi tiết cấp Là Veston	g10_veston_production
1	Pressing Supply Vestons	Cấp Là Veston	g10_veston_production
1	Pressing inspection Line	Chi tiết kiểm hóa công đoạn	g10_shirt_production
1	"Pressing production final quantities exceed their production line totals:
+ %s"	Số lượng lũy kế nhập hoàn thiện Là không được vượt quá tổng số lượng chi tiết lệnh.	g10_production
1	Pressing supply lines	Chi tiết cấp Là	g10_shirt_production
1	Pressing supply lines return	Chi tiết cấp trả Là	g10_shirt_production
1	Previous Elasticity 1	Độ dẻo trước đó 1	g10_stock
1	Previous Elasticity 2	Độ dẻo trước đó 2	g10_stock
1	Previous Sheet/Sample (JSON)	Ánh trước đó (JSON)	g10_stock
1	Previous Stages	Công đoạn trước	g10_master
1	Print Fabric Roll	In mã cuộn vải	g10_stock
1	Print Label	In mã cuộn vải	g10_stock
1	Print Page	Số trang in	g10_veston_production
1	Print Quantity Unit	Đơn vị in số lượng	g10_stock
1	Print Report	Ra phiếu cắt trực tiếp	g10_report
1	Printing	In	g10_production
1	Processing	Đang xử lý	g10_veston_production
1	Procurement Group	Nhóm mua sắm	g10_stock
1	Product %s does not have any component mapping.	Sản phẩm %s không có ánh xạ thành phần nào.	g10_one_off_production
1	Product 2	Sản phẩm 2	g10_one_off_production
1	Product Categories	Nhóm sản phẩm	g10_master
1	Product Categories Domain	Miền danh mục sản phẩm	g10_production
1	Product Category (Material)	Nhóm sản phẩm (NPL)	g10_miti_synchronization
1	Product Category (Style)	Nhóm sản phẩm (Style)	g10_miti_synchronization
1	Product Category Domain	Miền danh mục sản phẩm	g10_production
1	Product Cluster	Chuyền/Tổ sản xuất	g10_report
1	Product Color Codes	Mã màu	g10_master
1	Product Colors	Màu sản phẩm	g10_master
1	Product Component Categories	Danh mục thành phần sản phẩm	g10_veston_production
1	Product Data	Dữ liệu sản phẩm	g10_miti_synchronization
1	Product Domain	Miền sản phẩm	g10_production
1	Product Figures	Hệ sản phẩm	g10_master
1	Product Moves (Stock Move Line)	Điều chuyển sản phẩm (Dòng điều chuyển tồn kho)	g10_stock
1	Product Name 2	Tên sản phẩm 2	g10_one_off_production
1	Product Name 2 Length	Định mức sản phẩm 2	g10_one_off_production
1	Product Qty	Số lượng sản phẩm	g10_shirt_production
1	Product Quantity	Số lượng sản xuất	g10_production
1	Product Segment Group	Nhóm chủng loại	g10_master
1	Product Segment NPL	Chủng loại NPL	g10_stock
1	Product Size Display Format	Hiển thị Cỡ/Vóc	g10_master
1	Product Sizes	Cỡ sản phẩm	g10_master
1	Product Type	Chủng loại sản phẩm	g10_veston_production
1	Product is required to transfer scrap.	Không thể tạo phiếu điều chuyển khi thiếu Sản phẩm.	g10_shirt_production
1	Product segment NPL	Chủng loại NPL	g10_stock
1	Production Bundle Veston	Bọn	g10_veston_production
1	Production Bundle Veston Numbers	STT của Bọn Veston	g10_veston_production
1	Production Bundles Hybrid	Số bọn	g10_hybrid_production
1	Production Clusters	Cụm sản xuất	g10_master
1	Production Color	Màu sản xuất	g10_veston_production
1	Production Component Category	Nhóm Thành phần	g10_master
1	Production Components	Thành phần Áo/Quần	g10_master
1	Production Cutting Defect	Lỗi bàn Cắt	g10_master
1	Production Cutting Requests	Phiếu trải vải	g10_shirt_production
1	Production Cutting Requests Hybrid	Phiếu trải vải hỗn hợp	g10_hybrid_production
1	Production Detail	Chi tiết sản xuất	g10_one_off_production
1	Production Domain	Domain Lệnh SX	g10_shirt_production
1	Production Fabric	Loại vải	g10_master
1	Production Line Group Id Domain	Miền nhóm chi tiết lệnh SX	g10_veston_production
1	Production Line Groups	Chi tiết lệnh SX theo Cỡ/Vóc/Màu	g10_production
1	Production Material	NPL của Lệnh SX	g10_miti_synchronization
1	Production Material Color	Màu NPL SX	g10_production
1	Production Materials	NVL sản xuất	g10_veston_production
1	Production Name	Lệnh sản xuất	g10_veston_production
1	Production Operations	Sản xuất	g10_shirt_production
1	Production Pressing Unit	Đơn vị Là/Hoàn thiện	g10_production
1	Production Quantity - Cutting Stage	Ghi nhận sản lượng công đoạn cắt - Tổ trưởng	g10_shirt_production
1	Production Reference Document	Sở cứ tài liệu	g10_production
1	Production Remain	Hàng tồn sau sản xuất	g10_stock
1	Production Shifts	Ca sản xuất	g10_master
1	Production Stage	Công đoạn	g10_shirt_production
1	Production Stage Categories	Nhóm công đoạn	g10_master
1	Production Stage Category	Nhóm công đoạn	g10_master
1	Production Table Allocation Line	Chi tiết HTBC	g10_shirt_production
1	Production Table Allocation Line 	Chi tiết HTBC	g10_hybrid_production
1	Production Table Allocation Line Veston	Dòng phân bổ bàn sản xuất Veston	g10_veston_production
1	Production Tables	Bàn sản xuất	g10_master
1	Production Total Qty	Tổng số lượng sản xuất	g10_veston_production
1	Production Type	Loại hình SX	g10_production
1	Production Types	Loại hình SX	g10_production
1	Production Yield Report	Báo cáo năng suất sản lượng	g10_report
1	Production cluster	Cụm SX	g10_master
1	Production order must be in confirmed state.	Lệnh sản xuất phải ở trạng thái đã xác nhận.	g10_one_off_production
1	Production orders that have imported sewing supplies for the selected res production line.	Lệnh sản xuất có phiếu cấp May ở trạng thái đã Nhập của Chuyền/tổ SX đã chọn.	g10_shirt_production
1	Production outgoing picking type not found. Please check your configuration.	Không tìm thấy loại hoạt động xuất kho cho sản xuất. Vui lòng kiểm tra cấu hình của bạn.	g10_shirt_production
1	Production yield Report	Báo cáo năng suất sản lượng	g10_report
1	Productions	Lệnh SX	g10_shirt_production
1	Productivity	Năng suất	g10_shirt_production
1	Productivity Sheet	Phiếu báo năng suất CN-BP	g10_report
1	Productivity sheet	Phiếu báo năng suất CN-BP	g10_report
1	Products Domain	Miền sản phẩm	g10_production
1	Put in Pack	Đặt vào kiện	g10_stock
1	QA review	QA kiểm	g10_production
1	QMS Defect	Mã lỗi - QMS	g10_master
1	QMS Defect Area	Khu vực lỗi - QMS	g10_master
1	QMS Defect Category	Nhóm mã lỗi - QMS	g10_master
1	QMS Production Stage	Công đoạn sản xuất	g10_master
1	QMS Production Stage Category	Nhóm công đoạn sản xuất	g10_master
1	QMS Production Table	Bàn sản xuất	g10_master
1	QR Code	Mã QR	g10_stock
1	QR Link	Mã QR	g10_stock
1	Quality Confirmed	Đã xác nhận KCS	g10_hybrid_production
1	Quality Details	Chi tiết KCS	g10_production
1	Quality Tracking	Bảng theo dõi chất lượng từng cụm	g10_report
1	Quality Tracking Report	Bảng theo dõi chất lượng từng cụm	g10_report
1	Quality Tracking by Cluster	Bảng theo dõi chất lượng từng cụm	g10_report
1	Quantity (Y)	Số lượng(Y)	g10_stock
1	Quantity (kg)	Số lượng(kg)	g10_stock
1	Quantity (m)	Số lượng(m)	g10_stock
1	Quantity (metres)	Số lượng (mét)	g10_stock
1	Quantity (scrolls)	Số lượng (cuộn)	g10_stock
1	Quantity (y)	Số lượng (Y)	g10_stock
1	Quantity Delivered	SL đã giao	g10_stock
1	Quantity Delivery	SL đã giao	g10_stock
1	Quantity Difference	Chênh lệch	g10_stock
1	Quantity Done	SL đã nhận	g10_stock
1	Quantity Need	SL yêu cầu	g10_stock
1	Quantity Receipt	SL đã nhận	g10_stock
1	Quantity Receipted	SL đã nhận	g10_stock
1	Quantity Request	SL yêu cầu	g10_stock
1	Quantity delivered	SL đã xuất	g10_stock
1	Quantity delivery	SL đã xuất	g10_stock
1	Quantity for color %s exceeds the required quantity (%s).	Số lượng của màu %s vượt quá số lượng yêu cầu (%s).	g10_hybrid_production
1	Quantity for size/figure/color %s exceeds the required quantity (%s).	Số lượng của cỡ/vóc/màu %s vượt quá số lượng yêu cầu (%s).	g10_hybrid_production
1	Quantity in all lines must be greater than zero!	Số lượng ở các dòng chi tiết phải lớn hơn 0!	g10_veston_production
1	Quantity must be greater than zero!	Số lượng phải lớn hơn 0!	g10_veston_production
1	Quants	Quant	g10_stock
1	Quarter spreading	Trải lá 1/4	g10_veston_production
1	Quota	Định mức	g10_one_off_production
1	Quota to Cut	Định mức cần cắt	g10_one_off_production
1	Quotas	Định mức	g10_one_off_production
1	Re-sync production order lines	Đồng bộ lại SL lệnh SX	g10_miti_synchronization
1	Reality size	Cỡ thực tế	g10_veston_production
1	Receipt	Nhận hàng	g10_stock
1	Receive Lines	Chi tiết nhập	g10_hybrid_production
1	Receive Production Line	Chuyển/Tổ SX nhận	g10_veston_production
1	Receive Res Production Line	Chuyền/Tổ nhận	g10_veston_production
1	Received Qty	Số lượng đã nhận	g10_shirt_production
1	Received Rolls	Số cuộn đã nhận	g10_shirt_production
1	Receiver date	Ngày về hàng	g10_stock
1	Receiving Production Line	Chuyền/Tổ nhận	g10_veston_production
1	Recheck Details	Chi tiết Recheck	g10_production
1	Recheck Là	Recheck Là	g10_shirt_production
1	Recheck May	Recheck May	g10_shirt_production
1	Recheck Trả May	Recheck Trả May	g10_shirt_production
1	Record	Bản ghi	g10_production
1	Record Date	Ngày ghi nhận	g10_report
1	Record Defects	Ghi nhận lỗi	g10_stock
1	Record Model	Tên model	g10_production
1	Record defect	Ghi nhận lỗi	g10_stock
1	Record defect detail	Chi tiết không phù hợp	g10_stock
1	Recorded	Đã ghi nhận	g10_shirt_production
1	Records can only be deleted in Draft state.	Chỉ có thể xóa bản ghi ở trạng thái Nháp.	g10_stock
1	Reference must be unique per Customer and Company!	Tham chiếu phải là duy nhất cho mỗi Khách hàng và Công ty!	g10_master
1	Reflection	Ánh màu	g10_stock
1	Refuse	Từ chối	g10_shirt_production
1	Remaining Qty	SL còn tồn	g10_shirt_production
1	Remaining Quantity (m)	SL còn lại (m)	g10_stock
1	Report Action	Báo cáo tác vụ	g10_report
1	Report Cutting Productivity Record	Sổ năng suất tổ cắt	g10_report
1	Report Error Body	Báo cáo tổng hợp lỗi kiểm thân	g10_report
1	Report Error Detail	Báo cáo chi tiết lỗi	g10_report
1	Report Filter	Bộ lọc báo cáo	g10_report
1	Report In Out Goods Record	Sổ theo dõi giao nhận hàng	g10_report
1	Report Ironing Productivity Record	Sổ theo dõi năng suất tổ Là	g10_report
1	Report Production Yield	Báo cáo năng suất sản lượng	g10_report
1	Report Replace Panel Record	Sổ theo dõi thay thân đổi màu (TỔ CẮT)	g10_report
1	Request	Yêu cầu	g10_stock
1	Request Line	Chi tiết yêu cầu	g10_stock
1	Request Sewing Pilot	Yêu cầu may Pilot	g10_production
1	Request Unit of Measure	DVT	g10_stock
1	Request incoming form can only select one Invoice Number!	Phiếu yêu cầu nhập chỉ có thể chọn một mã Invoice	g10_stock
1	Request type	Loại yêu cầu	g10_stock
1	Requested Qty	Số lượng Cấp/Đổi/Vay	g10_shirt_production
1	Requester	Người yêu cầu	g10_stock
1	Required Qty	Số lượng yêu cầu	g10_veston_production
1	Res production cluster must belong to the selected production line.	Cụm SX phải thuộc chuyền sản xuất đã chọn.	g10_one_off_production
1	Res production line of creation user	Chuyền/Tổ SX của người tạo phiếu	g10_veston_production
1	Response Body	Nội dung phản hồi	g10_mattermost_integration
1	Response Code	Mã phản hồi	g10_mattermost_integration
1	Retry	Thử lại	g10_mattermost_integration
1	Retry Count	Số lần thử lại	g10_mattermost_integration
1	Return	Trả hàng	g10_veston_production
1	Return Lines	Dòng trả hàng	g10_veston_production
